No. Moves,FirstMove,ProbCaptureFirst30,WhiteElo,BlackElo,TimeControl,Result,Fen,Eval5,Eval12
26,e4,0.20689655172413793,1596,1542,900+15,1-0,r1bqkbnr/pppp1ppp/2n5/4p3/4P3/P6P/1PPP1PP1/RNBQKBNR b KQkq - 0 3,+54,-29
69,e4,0.2413793103448276,1546,1688,240+0,1/2-1/2,rnbqkbnr/ppp2ppp/3pp3/8/3PP3/2P5/PP3PPP/RNBQKBNR b KQkq - 0 3,-93,+39
45,e4,0.13793103448275862,1647,1799,120+0,0-1,rnb1kbnr/ppp1pppp/8/3q4/8/2N5/PPPP1PPP/R1BQKBNR b KQkq - 1 3,-64,+26
18,e4,0.3103448275862069,1358,1108,60+0,1-0,r1bqkbnr/ppp1pppp/2np4/8/3PP3/5N2/PPP2PPP/RNBQKB1R b KQkq - 0 3,-80,+35
41,e4,0.27586206896551724,1406,1690,300+2,0-1,rnbqkbnr/pp1p1ppp/4p3/2p5/2B1P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 1 3,+3,-326
33,d4,0.06896551724137931,1711,1939,60+0,0-1,rnbqkb1r/pppppp1p/5np1/8/3P1B2/4P3/PPP2PPP/RN1QKBNR b KQkq - 0 3,-11,+25
30,e4,0.06896551724137931,1729,1732,180+0,0-1,rnbqkbnr/pp2pppp/3p4/2p5/4P3/2N2N2/PPPP1PPP/R1BQKB1R b KQkq - 1 3,-24,-27
25,e4,0.3103448275862069,1174,1234,120+20,0-1,r1bqkbnr/pppp1ppp/2n5/4p3/4P1Q1/8/PPPP1PPP/RNB1KBNR b KQkq - 3 3,+212,-630
50,d4,0.06896551724137931,2335,2325,0+1,0-1,rnbqkb1r/ppp1pppp/3p1n2/8/3P4/5NP1/PPP1PP1P/RNBQKB1R b KQkq - 0 3,-54,+18
40,e4,0.10344827586206896,1541,1664,300+8,1-0,r1bqkbnr/pppp1ppp/2n5/4p3/2B1P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 3 3,-26,+32
55,a4,0.20689655172413793,1470,1525,180+3,0-1,rn1qkbnr/pppbpppp/3p4/8/P2PP3/8/1PP2PPP/RNBQKBNR b KQkq - 0 3,-66,+209
37,d4,0.2413793103448276,1336,1174,300+3,0-1,rnbqkb1r/pppp1ppp/4pn2/8/3P4/2N2N2/PPP1PPPP/R1BQKB1R b KQkq - 1 3,+20,+82
68,e4,0.13793103448275862,1500,1462,180+0,0-1,rnbqkbnr/pp2pppp/3p4/2p5/4P3/2NP4/PPP2PPP/R1BQKBNR b KQkq - 1 3,-13,-24
54,e4,0.06896551724137931,1937,1911,120+0,1-0,rnbqkbnr/pp2pppp/8/2ppP3/5P2/8/PPPP2PP/RNBQKBNR b KQkq - 0 3,+44,-39
13,c4,0.21739130434782608,1602,1829,60+0,1-0,rnbqkbnr/ppp1pppp/8/8/2p5/2N1P3/PP1P1PPP/R1BQKBNR b KQkq - 1 3,-22,-21
23,e4,0.27586206896551724,1772,1893,540+9,1-0,r1bqkbnr/pp1ppppp/2n5/2p5/3PP3/5N2/PPP2PPP/RNBQKB1R b KQkq - 0 3,-45,+106
46,d4,0.3103448275862069,1691,1929,60+0,0-1,rnbqkb1r/pppppp1p/5np1/8/2PP4/2N5/PP2PPPP/R1BQKBNR b KQkq - 1 3,-38,-20
50,e4,0.3448275862068966,1688,1521,1800+15,1/2-1/2,r1bqkbnr/pppp1ppp/2n5/4p3/2B1P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 3 3,-18,+119
15,b3,0.25,1917,1791,60+0,0-1,r1bqkbnr/pppp1ppp/2n5/4p3/5P2/1P6/PBPPP1PP/RN1QKBNR b KQkq - 0 3,+197,+188
27,d4,0.20689655172413793,1928,1578,60+0,1-0,rn1qkbnr/pbpppppp/1p6/8/2PP4/2N5/PP2PPPP/R1BQKBNR b KQkq - 2 3,-46,-39
41,e4,0.10344827586206896,1796,1684,60+0,1-0,r1bqkbnr/ppp1pppp/2np4/8/3PP3/4B3/PPP2PPP/RN1QKBNR b KQkq - 2 3,-51,+100
44,e4,0.13793103448275862,1335,1819,60+0,0-1,rn1qkbnr/pbpppppp/1p6/8/3PP3/5N2/PPP2PPP/RNBQKB1R b KQkq - 0 3,+71,+98
32,d3,0.034482758620689655,1861,1988,0+1,0-1,rnbqk1nr/ppppppbp/6p1/8/8/3P1P2/PPPNP1PP/R1BQKBNR b KQkq - 0 3,+88,-86
49,e4,0.0,1547,1634,300+8,0-1,rnbqkbnr/ppp2ppp/3p4/4p3/3PP3/5N2/PPP2PPP/RNBQKB1R b KQkq - 0 3,-59,+90
28,e4,0.1724137931034483,1452,1357,300+2,1-0,r1bqkbnr/pppp1ppp/2n5/4p3/4PP2/5N2/PPPP2PP/RNBQKB1R b KQkq - 1 3,-13,-196
18,e4,0.20689655172413793,1903,1926,0+1,0-1,rnbqkbnr/pp2pppp/3p4/2p5/4PP2/5N2/PPPP2PP/RNBQKB1R b KQkq - 1 3,-21,-20
25,e4,0.1724137931034483,1303,1471,360+0,0-1,r1bqkb1r/pppppppp/2n2n2/8/2B1P3/2N5/PPPP1PPP/R1BQK1NR b KQkq - 4 3,+18,+25
44,e4,0.20689655172413793,1757,1758,180+0,1-0,rnbqkb1r/pppppppp/8/3nP3/3P4/8/PPP2PPP/RNBQKBNR b KQkq - 0 3,-59,+93
66,e4,0.20689655172413793,1899,1871,480+0,1/2-1/2,r1bqkbnr/pp1ppppp/2n5/2p5/3PP3/5N2/PPP2PPP/RNBQKB1R b KQkq - 0 3,-38,0
48,Nf3,0.20689655172413793,1601,1375,60+0,1-0,rn1qkbnr/pbpppppp/1p6/8/3P4/5NP1/PPP1PP1P/RNBQKB1R b KQkq - 0 3,-33,+138
43,d4,0.20689655172413793,1926,1698,180+0,1-0,rnbqkbnr/ppp2ppp/4p3/3p4/3PP3/2N5/PPP2PPP/R1BQKBNR b KQkq - 1 3,-37,+18
36,e4,0.20689655172413793,1730,1590,180+0,0-1,rnb1kbnr/ppp1pppp/8/3q4/8/2N5/PPPP1PPP/R1BQKBNR b KQkq - 1 3,-68,+50
41,e4,0.1724137931034483,1814,1822,180+0,0-1,rnbqkb1r/pppp1ppp/5n2/4N3/4P3/8/PPPP1PPP/RNBQKB1R b KQkq - 0 3,-36,-47
34,e4,0.13793103448275862,1175,1391,600+0,1-0,rnbqkb1r/pppp1ppp/4pn2/8/4P3/3P1N2/PPP2PPP/RNBQKB1R b KQkq - 0 3,-9,+95
13,e3,0.08695652173913043,1973,1053,300+0,1-0,rnbqkbnr/ppp2ppp/4p3/3p4/3P4/4PN2/PPP2PPP/RNBQKB1R b KQkq - 1 3,-8,+110
18,e4,0.20689655172413793,1277,1573,300+0,1-0,rnbqkbnr/pp1p1ppp/4p3/2p1P3/8/2P5/PP1P1PPP/RNBQKBNR b KQkq - 0 3,+25,+178
34,d4,0.13793103448275862,1601,1407,120+0,1-0,rnbqkbnr/ppp1pppp/8/8/2pP4/2N5/PP2PPPP/R1BQKBNR b KQkq - 1 3,-7,+445
47,d4,0.13793103448275862,1856,2041,60+0,0-1,rnbqkbnr/pp1ppppp/8/8/3N4/8/PPP1PPPP/RNBQKB1R b KQkq - 0 3,+15,-46
18,e4,0.3103448275862069,1073,1375,900+10,0-1,rnbqkbnr/pppp1ppp/8/8/3QP3/8/PPP2PPP/RNB1KBNR b KQkq - 0 3,+5,+181
61,e4,0.20689655172413793,1874,1810,600+8,0-1,rnbqkbnr/ppp1pp1p/3p2p1/8/4PP2/5N2/PPPP2PP/RNBQKB1R b KQkq - 1 3,-31,+68
59,e4,0.2413793103448276,1390,1414,180+2,0-1,rnbqkbnr/ppp2ppp/4p3/3P4/3P4/8/PPP2PPP/RNBQKBNR b KQkq - 0 3,-24,+138
32,e4,0.27586206896551724,1672,1519,60+0,1-0,rnbqkbnr/pp1p1ppp/4p3/2P5/4P3/8/PPP2PPP/RNBQKBNR b KQkq - 0 3,-6,+97
44,d4,0.4482758620689655,2308,2328,60+0,1-0,rnbqkbnr/ppp2ppp/4p3/3p4/3P4/5NP1/PPP1PP1P/RNBQKB1R b KQkq - 0 3,-22,+47
46,c4,0.06896551724137931,2428,2379,60+0,0-1,rnbqkbnr/pp2pppp/2pp4/8/2PP4/5N2/PP2PPPP/RNBQKB1R b KQkq - 0 3,-64,+53
19,e4,0.3103448275862069,1392,1114,300+0,1-0,rnbqkbnr/ppp2ppp/3p4/4p3/2PPP3/8/PP3PPP/RNBQKBNR b KQkq - 0 3,-17,+518
45,e4,0.2413793103448276,1577,1449,180+3,0-1,r1bqkbnr/pppp1ppp/2n5/4p3/2B1P3/3P4/PPP2PPP/RNBQK1NR b KQkq - 0 3,-6,-184
29,d4,0.3103448275862069,1240,1452,180+0,0-1,rnbqkbnr/1ppp1ppp/4p3/p7/3P1B2/4P3/PPP2PPP/RN1QKBNR b KQkq - 0 3,-46,+24
37,d4,0.20689655172413793,1640,1604,300+3,0-1,rnbqkbnr/ppp2ppp/4p3/3p4/2PP4/5N2/PP2PPPP/RNBQKB1R b KQkq - 1 3,-29,+24
60,e4,0.20689655172413793,1344,1287,120+1,1-0,rnbqkbnr/pp2pppp/3p4/2p5/2B1P3/2N5/PPPP1PPP/R1BQK1NR b KQkq - 1 3,+6,-19
28,d4,0.3448275862068966,1710,1592,420+0,0-1,rnbqkbnr/pp2pppp/8/2pp4/3P4/2P1P3/PP3PPP/RNBQKBNR b KQkq - 0 3,-1,+109
32,e3,0.2413793103448276,1899,1782,60+0,0-1,rnbqkbnr/pp2pppp/2p5/3p4/8/1P2P3/PBPP1PPP/RN1QKBNR b KQkq - 1 3,+16,+45
11,e4,0.15789473684210525,1760,1748,480+0,1-0,rnbqkb1r/pppp1ppp/5n2/4p3/4P3/2N2N2/PPPP1PPP/R1BQKB1R b KQkq - 3 3,-21,+12
32,e4,0.27586206896551724,2028,2479,60+0,0-1,rnb1kbnr/ppp1pppp/8/3q4/8/2N5/PPPP1PPP/R1BQKBNR b KQkq - 1 3,-79,+27
24,d4,0.27586206896551724,1768,1811,60+0,0-1,rnbqk1nr/ppppppbp/6p1/8/2PP4/2N5/PP2PPPP/R1BQKBNR b KQkq - 2 3,-45,+4
47,e4,0.06896551724137931,2135,2046,0+1,0-1,rnbqk1nr/ppppppbp/6p1/8/3PP3/2N5/PPP2PPP/R1BQKBNR b KQkq - 2 3,-56,+65
12,e4,0.2857142857142857,1495,1402,300+0,1-0,rnbqkbnr/ppp2ppp/3p4/4p3/4PP2/5N2/PPPP2PP/RNBQKB1R b KQkq - 1 3,+41,+251
67,d4,0.1724137931034483,1529,1733,300+0,1-0,rnbqkb1r/ppp1pppp/5n2/3p4/2PP4/2N5/PP2PPPP/R1BQKBNR b KQkq - 2 3,-12,+81
79,e3,0.0,1516,1671,300+0,0-1,rnbqkbnr/ppp2ppp/8/3pp3/8/3PP3/PPP1NPPP/RNBQKB1R b KQkq - 1 3,+52,-85
30,d4,0.13793103448275862,1876,1875,180+0,1-0,rnbqkb1r/pppppp1p/5np1/8/3P4/2N2N2/PPP1PPPP/R1BQKB1R b KQkq - 1 3,-5,+24
15,d4,0.37037037037037035,1411,1650,600+0,1-0,r1bqkbnr/ppp1pppp/2n5/3p4/3PP3/2N5/PPP2PPP/R1BQKBNR b KQkq - 0 3,-24,-127
27,Nf3,0.06896551724137931,1933,1764,300+0,1-0,r1bqkbnr/ppp1pppp/2n5/3p4/8/5NP1/PPPPPPBP/RNBQK2R b KQkq - 2 3,+27,-41
38,e4,0.1724137931034483,1627,1600,-,0-1,rnbqkb1r/pppp1ppp/5n2/4p3/4P3/2N2P2/PPPP2PP/R1BQKBNR b KQkq - 1 3,+85,+144
48,e3,0.06896551724137931,1731,1777,180+0,0-1,r1bqkbnr/pppp1ppp/2n5/4p3/8/1P1PP3/P1P2PPP/RNBQKBNR b KQkq - 0 3,+60,-67
40,e3,0.20689655172413793,1412,1664,180+0,0-1,rnbqkbnr/pp2pppp/2p5/3P4/8/4P3/PP1P1PPP/RNBQKBNR b KQkq - 0 3,+13,-17
27,d3,0.2413793103448276,1725,2109,60+0,0-1,rnbqkb1r/pppppp1p/5np1/8/4P3/2NP4/PPP2PPP/R1BQKBNR b KQkq - 1 3,+9,-26
34,e4,0.27586206896551724,2015,1621,60+0,0-1,rnbqkbnr/pp1p1ppp/4p3/2p5/4P3/N1P5/PP1P1PPP/R1BQKBNR b KQkq - 0 3,-3,+84
26,e4,0.27586206896551724,1700,1654,60+0,1-0,r1bqkbnr/pp1ppppp/2n5/2p5/4PP2/2N5/PPPP2PP/R1BQKBNR b KQkq - 0 3,+30,+39
23,e4,0.13793103448275862,1505,1593,60+0,0-1,rn1qkbnr/pbpppppp/1p6/8/3PP3/5N2/PPP2PPP/RNBQKB1R b KQkq - 0 3,+61,+135
35,e4,0.2413793103448276,1807,1762,60+0,0-1,rnbqk1nr/ppppppbp/6p1/8/3PP3/5N2/PPP2PPP/RNBQKB1R b KQkq - 0 3,-57,+51
49,Nf3,0.13793103448275862,2117,1994,0+2,1/2-1/2,rnbqkbnr/pp2pppp/2p5/3p4/3P1B2/5N2/PPP1PPPP/RN1QKB1R b KQkq - 1 3,-39,+41
66,d4,0.3448275862068966,1792,2056,600+10,0-1,rnbqkb1r/ppp1pppp/5n2/3p4/3P4/2N2N2/PPP1PPPP/R1BQKB1R b KQkq - 3 3,+21,+32
31,e4,0.3448275862068966,1840,2132,60+0,0-1,rnbqkbnr/p1pp1ppp/1p6/4p3/4PP2/2N5/PPPP2PP/R1BQKBNR b KQkq - 1 3,-91,+134
51,e4,0.3448275862068966,1302,1346,600+0,1/2-1/2,rnbqkbnr/ppp1pppp/8/6N1/4p3/8/PPPP1PPP/RNBQKB1R b KQkq - 1 3,+87,+409
28,e4,0.1724137931034483,1985,1328,180+0,1-0,rnbqk1nr/ppppppbp/6p1/8/3PP3/5N2/PPP2PPP/RNBQKB1R b KQkq - 0 3,-67,+161
27,e4,0.20689655172413793,1367,1935,180+0,0-1,rnbqkbnr/ppp1pp1p/3p2p1/8/2B1P3/2N5/PPPP1PPP/R1BQK1NR b KQkq - 1 3,-27,-37
53,d4,0.20689655172413793,1548,1638,60+0,1-0,rnbqkb1r/pp1ppppp/5n2/2P5/8/5N2/PPP1PPPP/RNBQKB1R b KQkq - 2 3,+4,+6
30,e4,0.1724137931034483,1383,1457,420+5,1-0,rnbqkbnr/pp2pppp/3p4/2p5/4P3/2P2N2/PP1P1PPP/RNBQKB1R b KQkq - 0 3,-6,-79
63,e4,0.06896551724137931,1728,1579,180+0,1-0,r1bqkbnr/pppp1ppp/2n5/1B2p3/4P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 3 3,-41,+61
38,e4,0.13793103448275862,1520,1664,240+0,0-1,rnb1kbnr/ppp1pppp/8/3q4/2P5/8/PP1P1PPP/RNBQKBNR b KQkq - 0 3,+53,+29
26,e4,0.3448275862068966,1703,1617,120+0,0-1,rnbqk1nr/pppp1ppp/8/2b1p3/2B1P3/2N5/PPPP1PPP/R1BQK1NR b KQkq - 3 3,-11,-30
47,Nf3,0.13793103448275862,1995,1853,0+1,1-0,rnbqkb1r/ppppnppp/4p3/8/3PP3/5N2/PPP2PPP/RNBQKB1R b KQkq - 0 3,-113,+96
26,e4,0.1724137931034483,1805,1897,300+0,1-0,rnbqkbnr/pppp1ppp/8/8/3pPP2/8/PPP3PP/RNBQKBNR b KQkq - 0 3,+95,-50
56,g3,0.034482758620689655,1973,2017,180+0,0-1,rnbqk1nr/ppppppbp/6p1/8/8/5NP1/PPPPPPBP/RNBQK2R b KQkq - 3 3,-27,+4
43,e4,0.13793103448275862,1911,1901,60+0,1-0,rnbqk1nr/ppppppbp/6p1/8/3PP3/2N5/PPP2PPP/R1BQKBNR b KQkq - 2 3,-59,+65
37,d3,0.20689655172413793,1334,1115,300+0,1-0,rnbqkbnr/ppp2ppp/3p4/4p3/8/2PPB3/PP2PPPP/RN1QKBNR b KQkq - 1 3,+51,+72
36,e4,0.20689655172413793,1987,1929,180+0,0-1,rnbqkbnr/pp1p1ppp/4p3/2p5/4P3/2N2N2/PPPP1PPP/R1BQKB1R b KQkq - 1 3,-19,+50
33,g3,0.0,1472,1292,120+3,1-0,r1bqkbnr/pppp1ppp/2n5/4p3/8/6PP/PPPPPPB1/RNBQK1NR b KQkq - 0 3,+74,-26
57,e4,0.2413793103448276,1762,1666,300+0,0-1,rnbqkbnr/ppp2ppp/3p4/4p3/4P3/5N1P/PPPP1PP1/RNBQKB1R b KQkq - 0 3,-32,+69
34,e4,0.1724137931034483,1610,1555,480+1,1-0,rn1qkbnr/pbpppppp/1p6/8/3PP3/3B4/PPP2PPP/RNBQK1NR b KQkq - 2 3,-89,+145
33,d4,0.13793103448275862,1676,1739,120+1,1-0,rnbqkb1r/pppppp1p/5np1/8/2PP4/2N5/PP2PPPP/R1BQKBNR b KQkq - 1 3,-36,+42
34,e3,0.2413793103448276,1348,1293,60+0,1-0,rnbqkbnr/ppp2ppp/4p3/3p4/8/3BP3/PPPP1PPP/RNBQK1NR b KQkq - 1 3,+76,-94
51,e4,0.2413793103448276,1749,1509,300+0,0-1,rnbqk1nr/ppppppbp/6p1/8/3PPP2/8/PPP3PP/RNBQKBNR b KQkq - 0 3,-28,+62
37,c4,0.27586206896551724,1894,1706,60+0,1-0,rnb1kbnr/ppp1pppp/8/3q4/8/2N5/PP1PPPPP/R1BQKBNR b KQkq - 1 3,-63,+438
14,d4,0.34615384615384615,1316,1407,60+0,0-1,rnbqkb1r/pppp1ppp/5n2/4p3/2PP4/5N2/PP2PPPP/RNBQKB1R b KQkq - 1 3,+27,-454
44,d4,0.3448275862068966,1674,1306,300+1,1-0,rnbqkbnr/pp1p1ppp/4p3/2p5/3P4/2P3P1/PP2PP1P/RNBQKBNR b KQkq - 0 3,+3,+44
24,e4,0.3103448275862069,2011,1866,180+0,1-0,rnbqkbnr/ppp2ppp/3p4/4p3/3PP3/5N2/PPP2PPP/RNBQKB1R b KQkq - 0 3,-62,+63
40,e4,0.13793103448275862,1364,1686,60+0,0-1,rnbqkbnr/ppp2ppp/4p3/3pP3/8/5N2/PPPP1PPP/RNBQKB1R b KQkq - 0 3,-21,+60
20,e3,0.20689655172413793,1974,1879,300+0,1-0,rnbqkb1r/ppp1pppp/5n2/3p4/3P4/4PN2/PPP2PPP/RNBQKB1R b KQkq - 2 3,-22,+29
28,d4,0.1724137931034483,1944,1711,60+0,1-0,r1bqkbnr/pppnpppp/3p4/8/2PP4/2N5/PP2PPPP/R1BQKBNR b KQkq - 2 3,-55,+55
28,Nf3,0.2413793103448276,1679,2313,60+0,0-1,rnbqkb1r/pppppp1p/5np1/8/8/5NP1/PPPPPPBP/RNBQK2R b KQkq - 1 3,-33,-17
18,e3,0.13793103448275862,1706,1102,60+0,0-1,rnbqk1nr/pppp1ppp/8/4p3/1b6/2PPP3/PP3PPP/RNBQKBNR b KQkq - 0 3,-8,-21
27,e4,0.1724137931034483,1934,1734,60+0,1-0,rn1qkbnr/pbpppppp/1p6/8/3PP3/3B4/PPP2PPP/RNBQK1NR b KQkq - 2 3,-88,+70
48,Nf3,0.20689655172413793,2032,1950,60+0,0-1,rnbqkbnr/pppp1ppp/8/8/3Np3/6P1/PPPPPP1P/RNBQKB1R b KQkq - 1 3,+36,-25
13,e4,0.30434782608695654,1708,1733,600+0,1-0,rnbqk1nr/pppp1ppp/8/2b1p3/2B1P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 3 3,-13,+228
23,d4,0.1724137931034483,1324,1538,360+0,0-1,rnbqkb1r/ppp1pppp/5n2/3p4/3P4/1P2P3/P1P2PPP/RNBQKBNR b KQkq - 0 3,+18,-47
64,e4,0.3103448275862069,1515,1564,300+2,0-1,rnbqkb1r/pppp1ppp/5n2/4p3/4P3/2N2N2/PPPP1PPP/R1BQKB1R b KQkq - 1 3,-18,+166
61,a4,0.1724137931034483,1595,1673,60+1,1/2-1/2,rnbqkbnr/ppp2ppp/P7/3pp3/8/8/1PPPPPPP/RNBQKBNR b KQkq - 0 3,+127,+34
20,e4,0.2413793103448276,1668,1374,180+0,1-0,rnbqkb1r/pppppppp/8/4P3/4n3/2N5/PPPP1PPP/R1BQKBNR b KQkq - 2 3,-30,+68
18,e4,0.2413793103448276,1905,1925,0+1,0-1,rnbqkbnr/ppp2ppp/3p4/4p3/3PP3/5P2/PPP3PP/RNBQKBNR b KQkq - 0 3,-23,+98
18,e4,0.3103448275862069,1290,1457,60+0,0-1,r1bqkbnr/pppp1ppp/2n5/4p3/4P3/2N2N2/PPPP1PPP/R1BQKB1R b KQkq - 3 3,-18,+117
21,e4,0.3103448275862069,2159,1931,60+0,1-0,rnbqkbnr/pp2pppp/2p5/3p4/3PP3/5P2/PPP3PP/RNBQKBNR b KQkq - 0 3,-26,+40
41,e4,0.20689655172413793,1636,1636,300+5,0-1,rnbqkbnr/pppp1ppp/8/8/4Pp2/5N2/PPPP2PP/RNBQKB1R b KQkq - 1 3,+80,+93
43,g3,0.20689655172413793,1610,1731,120+0,1/2-1/2,rnbqk1nr/ppppppbp/6p1/8/8/5NP1/PPPPPPBP/RNBQK2R b KQkq - 3 3,-5,+49
49,d4,0.06896551724137931,1508,1819,180+0,0-1,rnbqkbnr/pp2pppp/2p5/3p4/3P4/4PN2/PPP2PPP/RNBQKB1R b KQkq - 1 3,-26,+31
38,e4,0.13793103448275862,1279,1452,420+0,1-0,rnbqkbnr/ppp2ppp/3p4/4p3/2B1P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 1 3,-33,+40
11,e4,0.2,1180,1163,240+17,0-1,rnbqkbnr/ppp2ppp/3p4/4p2Q/2B1P3/8/PPPP1PPP/RNB1K1NR b KQkq - 1 3,+22,-84
34,Nf3,0.2413793103448276,1820,1414,60+1,1-0,r1bqkbnr/ppp1pppp/2n5/3p4/3P4/2P2N2/PP2PPPP/RNBQKB1R b KQkq - 0 3,-3,-70
43,e4,0.2413793103448276,1524,1431,1200+1,1-0,rnbqkbnr/ppp2ppp/3p4/4p3/2B1P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 1 3,-29,+104
37,e4,0.13793103448275862,1590,2022,540+8,0-1,r1bqkbnr/pppp1ppp/2n5/1B2p3/4P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 3 3,-36,+1
9,e4,0.375,1252,1397,540+1,0-1,rnbqkb1r/pppp1ppp/5n2/4N3/4P3/8/PPPP1PPP/RNBQKB1R b KQkq - 0 3,-59,-103
54,d4,0.13793103448275862,2215,1893,60+0,0-1,rnbqkb1r/ppp1pppp/5n2/3p4/2PP4/5N2/PP2PPPP/RNBQKB1R b KQkq - 0 3,-40,+15
44,d4,0.10344827586206896,1821,1333,60+0,1-0,rnbqkbnr/pp1ppppp/8/8/3P4/8/PPP2PPP/RNBQKBNR b KQkq - 0 3,-26,-54
50,c4,0.20689655172413793,1588,1797,180+0,0-1,r1bqkbnr/pp1ppppp/2n5/2p5/2P5/6P1/PP1PPPBP/RNBQK1NR b KQkq - 2 3,-5,+12
49,d4,0.13793103448275862,2446,2332,180+0,1-0,rnbqkb1r/pp1ppppp/5n2/2pP4/2P5/8/PP2PPPP/RNBQKBNR b KQkq - 0 3,-72,+135
55,e4,0.3103448275862069,1554,1559,180+0,1-0,rnb1kbnr/ppp1pppp/8/3q4/8/2N5/PPPP1PPP/R1BQKBNR b KQkq - 1 3,-58,+296
25,f4,0.13793103448275862,1783,1899,180+0,0-1,rnbqkb1r/p1pppppp/1p3n2/8/5P2/4PN2/PPPP2PP/RNBQKB1R b KQkq - 0 3,+20,-196
28,e4,0.3448275862068966,1503,1575,300+0,0-1,rn1qkbnr/ppp1pppp/8/3pPb2/3P4/8/PPP2PPP/RNBQKBNR b KQkq - 0 3,+2,-121
10,d4,0.23529411764705882,1573,1865,180+0,0-1,rnbqkbnr/pp1ppppp/8/8/2PQ4/8/PP2PPPP/RNB1KBNR b KQkq - 0 3,+14,-171
17,c4,0.27586206896551724,1448,1563,600+0,1-0,rnbqkbnr/pp1p1ppp/8/2p1p3/2P5/6P1/PP1PPPBP/RNBQK1NR b KQkq - 1 3,-52,+92
42,d4,0.20689655172413793,1366,1723,60+0,0-1,rnbqkbnr/ppppppp1/8/8/3P3p/2N2N2/PPP1PPPP/R1BQKB1R b KQkq - 1 3,-113,+120
62,e4,0.20689655172413793,1771,1754,480+0,0-1,r1bqkbnr/pppp1ppp/2n5/4p3/2B1P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 3 3,-16,-20
37,d3,0.0,2335,2325,0+1,0-1,rnbqkb1r/ppp1pppp/3p1n2/8/8/3P1N2/PPPNPPPP/R1BQKB1R b KQkq - 3 3,0,+20
46,e3,0.13793103448275862,1658,1675,60+0,0-1,r1bqkbnr/ppp1pppp/2np4/8/2PP4/4P3/PP3PPP/RNBQKBNR b KQkq - 0 3,-40,+90
16,e4,0.20689655172413793,1549,1418,300+10,0-1,rnbqkbnr/ppp2ppp/3p4/4p3/3PP3/5N2/PPP2PPP/RNBQKB1R b KQkq - 0 3,-56,-53
32,d4,0.20689655172413793,1915,1881,180+0,0-1,r1bqkbnr/pppp1ppp/2n5/4P3/5P2/8/PPP1P1PP/RNBQKBNR b KQkq - 0 3,-19,+121
42,e4,0.13793103448275862,1760,1704,180+0,1-0,r1bqkbnr/pppp1ppp/2n5/4p3/4P3/2PP4/PP3PPP/RNBQKBNR b KQkq - 0 3,+27,+49
25,e4,0.27586206896551724,2111,1607,60+0,1-0,r1bqkbnr/pppp1ppp/2n5/1B2p3/4P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 3 3,-29,+39
53,e4,0.13793103448275862,1944,1944,900+8,0-1,rnbqkbnr/ppp2ppp/4p3/3pP3/5P2/8/PPPP2PP/RNBQKBNR b KQkq - 0 3,+32,-38
33,d4,0.27586206896551724,2073,2002,60+0,0-1,rnbqkbnr/pp1ppppp/8/8/3P4/8/PPP2PPP/RNBQKBNR b KQkq - 0 3,-30,+3
29,e3,0.13793103448275862,1535,1654,660+5,1-0,rnbqkbnr/pppp1ppp/8/8/3Pp3/4PP2/PPP3PP/RNBQKBNR b KQkq - 0 3,+24,-44
23,d4,0.1724137931034483,1956,1864,180+0,0-1,rnbqkbnr/p1pp1ppp/1p2p3/8/3PP3/5P2/PPP3PP/RNBQKBNR b KQkq - 0 3,-25,0
18,e4,0.2413793103448276,1768,1731,600+0,0-1,rnbqkbnr/pp1p1ppp/4p3/2p5/3PP3/5N2/PPP2PPP/RNBQKB1R b KQkq - 0 3,-54,+78
24,g3,0.1724137931034483,1565,1581,480+0,1-0,rnbqkbnr/pp2pppp/3p4/2p5/8/4P1P1/PPPP1PBP/RNBQK1NR b KQkq - 0 3,-25,+29
37,e4,0.20689655172413793,1728,1855,180+0,1-0,rnbqkbnr/pp1p1ppp/4p3/2p1P3/8/5N2/PPPP1PPP/RNBQKB1R b KQkq - 0 3,+37,+95
25,d4,0.20689655172413793,2303,2099,-,0-1,rnbqkb1r/pppppp1p/5np1/8/2PP4/5N2/PP2PPPP/RNBQKB1R b KQkq - 1 3,-26,+11
22,d4,0.27586206896551724,1705,2092,60+0,0-1,rnbqkbnr/ppp2ppp/3p4/4P3/2P5/8/PP2PPPP/RNBQKBNR b KQkq - 0 3,+13,-83
28,d4,0.06896551724137931,1738,1609,0+8,1-0,rnbqkbnr/pp2pppp/2pp4/8/2PP4/2N5/PP2PPPP/R1BQKBNR b KQkq - 1 3,-61,+160
60,e4,0.2413793103448276,1657,1715,420+5,1-0,rnbqkbnr/ppp2ppp/3p4/4p3/3PP3/5N2/PPP2PPP/RNBQKB1R b KQkq - 0 3,-69,+227
